node	occupation	category
1664	celebrity	I
1665	politician	I
1666	politician	D
1667	celebrity	I
1668	celebrity	P
1669	politician	I
1670	scientist	P
1671	politician	P
1672	celebrity	I
1673	scientist	D
1674	celebrity	D
1675	scientist	D
1676	celebrity	I
1677	scientist	D
1678	scientist	D
1679	politician	D
1680	scientist	I
1681	celebrity	I
1682	politician	D
1683	scientist	D
1684	scientist	P
1685	scientist	P
1686	scientist	P
1687	scientist	I
1688	scientist	I
1689	politician	I
1690	politician	I
1691	scientist	D
1692	politician	P
1693	celebrity	I
1694	celebrity	I
1695	celebrity	P
1696	celebrity	I
1697	politician	P
1698	politician	D
1699	scientist	P
1700	politician	I
1701	celebrity	P
1702	politician	D
1703	politician	P
1704	celebrity	D
1705	scientist	D
1706	scientist	D
1707	celebrity	P
1708	celebrity	D
1709	politician	P
1710	celebrity	D
1711	celebrity	P
1712	scientist	P
1713	celebrity	P
1714	scientist	I
1715	celebrity	P
1716	scientist	P
1717	politician	D
1718	politician	P
1719	politician	P
1720	scientist	D
1721	scientist	I
1722	scientist	I
1723	politician	D
1724	scientist	P
1725	scientist	D
1726	celebrity	I
1727	politician	I
1728	celebrity	I
1729	celebrity	P
1730	politician	D
1731	politician	P
1732	celebrity	I
1733	scientist	P
1734	celebrity	P
1735	celebrity	I
1736	celebrity	D
1737	celebrity	P
1738	scientist	D
1739	celebrity	D
1740	politician	P
1741	scientist	I
1742	scientist	D
1743	scientist	P
1744	politician	I
1745	scientist	P
1746	celebrity	I
1747	politician	I
1748	scientist	P
1749	celebrity	P
1750	celebrity	D
1751	scientist	D
1752	politician	D
1753	celebrity	I
1754	scientist	I
1755	scientist	D
1756	politician	D
1757	politician	I
1758	scientist	P
1759	celebrity	P
1760	scientist	D
1761	politician	P
1762	politician	P
1763	politician	P
1764	scientist	P
1765	celebrity	P
1766	scientist	P
1767	celebrity	P
1768	scientist	I
1769	politician	D
1770	scientist	I
1771	celebrity	I
1772	scientist	D
1773	scientist	D
1774	politician	D
1775	scientist	D
1776	celebrity	D
1777	politician	I
1778	celebrity	D
1779	politician	P
1780	politician	I
1781	celebrity	I
1782	celebrity	P
1783	politician	D
1784	celebrity	P
1785	politician	I
1786	politician	P
1787	scientist	P
1788	celebrity	D
1789	scientist	D
1790	scientist	I
1791	politician	I
1792	celebrity	I
1793	scientist	P
1794	politician	D
1795	celebrity	D
1796	celebrity	D
1797	celebrity	D
1798	celebrity	I
1799	scientist	P
1800	scientist	D
1801	politician	P
1802	celebrity	I
1803	scientist	D
1804	scientist	P
1805	celebrity	I
1806	scientist	P
1807	scientist	P
1808	scientist	D
1809	scientist	D
1810	scientist	I
1811	scientist	P
1812	scientist	P
1813	celebrity	D
1814	celebrity	D
1815	celebrity	P
1816	politician	D
1817	politician	D
1818	scientist	D
1819	politician	P
1820	celebrity	I
1821	politician	P
1822	celebrity	I
1823	politician	I
1824	scientist	D
1825	scientist	P
1826	politician	D
1827	politician	I
1828	politician	P
1829	scientist	D
1830	scientist	I
1831	politician	D
1832	celebrity	I
1833	politician	P
1834	politician	I
1835	politician	D
1836	scientist	I
1837	scientist	I
1838	scientist	I
1839	politician	D
1840	politician	I
1841	politician	P
1842	celebrity	P
1843	politician	D
1844	scientist	D
1845	scientist	I
1846	politician	P
1847	politician	I
1848	scientist	D
1849	politician	I
1850	politician	D
1851	scientist	I
1852	scientist	I
1853	politician	D
1854	scientist	I
1855	politician	D
1856	politician	P
1857	scientist	I
1858	politician	I
1859	scientist	P
1860	scientist	D
1861	scientist	I
1862	politician	D
1863	politician	I
1864	celebrity	P
1865	scientist	I
1866	scientist	I
1867	celebrity	P
1868	scientist	P
1869	celebrity	D
1870	scientist	D
1871	scientist	P
1872	politician	D
1873	celebrity	P
1874	politician	P
1875	celebrity	D
1876	celebrity	D
1877	politician	I
1878	scientist	D
1879	celebrity	D
1880	scientist	P
1881	politician	P
1882	celebrity	I
1883	celebrity	P
1884	politician	I
1885	politician	I
1886	politician	D
1887	scientist	I
1888	celebrity	D
1889	celebrity	D
1890	celebrity	D
1891	celebrity	I
1892	politician	I
1893	celebrity	P
1894	celebrity	D
1895	scientist	I
1896	scientist	I
1897	politician	I
1898	scientist	P
1899	scientist	I
1900	celebrity	D
1901	scientist	I
1902	politician	D
1903	politician	P
1904	celebrity	I
1905	politician	D
1906	celebrity	P
1907	celebrity	D
1908	celebrity	D
1909	scientist	I
1910	celebrity	I
1911	politician	P
1912	scientist	I
1913	scientist	I
1914	scientist	I
1915	celebrity	I
1916	scientist	D
1917	scientist	D
1918	celebrity	P
1919	politician	I
1920	politician	D
1921	scientist	I
1922	celebrity	I
1923	celebrity	P
1924	celebrity	P
1925	scientist	P
1926	celebrity	P
1927	scientist	P
1928	celebrity	P
1929	celebrity	D
1930	celebrity	I
1931	celebrity	I
1932	politician	P
1933	scientist	I
1934	politician	D
1935	politician	D
1936	scientist	I
1937	scientist	D
1938	scientist	I
1939	celebrity	D
1940	scientist	D
1941	celebrity	I
1942	politician	P
1943	scientist	I
1944	politician	P
1945	scientist	I
1946	politician	I
1947	scientist	D
1948	scientist	P
1949	scientist	P
1950	celebrity	I
1951	scientist	D
1952	scientist	D
1953	politician	D
1954	celebrity	I
1955	scientist	I
1956	politician	I
1957	politician	D
1958	celebrity	D
1959	scientist	D
1960	politician	I
1961	politician	D
1962	celebrity	D
1963	politician	D
1964	scientist	P
1965	politician	I
1966	scientist	I
1967	celebrity	I
1968	celebrity	D
1969	scientist	P
1970	politician	P
1971	celebrity	P
1972	celebrity	D
1973	scientist	I
1974	scientist	P
1975	scientist	D
1976	scientist	D
1977	politician	D
1978	celebrity	P
1979	politician	D
1980	politician	D
1981	politician	P
1982	politician	P
1983	politician	D
1984	scientist	P
1985	politician	I
1986	politician	D
1987	scientist	I
1988	celebrity	I
1989	politician	P
1990	politician	P
1991	scientist	I
1992	scientist	P
1993	politician	D
1994	politician	P
1995	politician	P
1996	scientist	P
1997	scientist	I
1998	scientist	D
1999	scientist	I
2000	politician	I
2001	celebrity	D
2002	politician	I
2003	politician	P
2004	politician	I
2005	politician	I
2006	celebrity	P
2007	politician	P
2008	scientist	I
2009	celebrity	D
2010	celebrity	I
2011	politician	P
2012	politician	D
2013	politician	P
2014	politician	I
2015	celebrity	P
2016	celebrity	P
2017	scientist	D
2018	scientist	I
2019	politician	D
2020	scientist	I
2021	politician	P
2022	politician	I
2023	politician	D
2024	politician	P
2025	politician	I
2026	celebrity	I
2027	scientist	P
2028	scientist	I
2029	celebrity	I
2030	politician	P
2031	celebrity	D
2032	celebrity	I
2033	celebrity	D
2034	celebrity	I
2035	celebrity	I
2036	politician	I
2037	politician	D
2038	scientist	I
2039	politician	D
2040	celebrity	P
2041	politician	P
2042	celebrity	P
2043	politician	I
2044	celebrity	D
2045	celebrity	I
2046	scientist	I
2047	celebrity	D
2048	politician	I
2049	politician	P
2050	scientist	I
2051	politician	D
2052	politician	I
2053	celebrity	I
2054	scientist	I
2055	scientist	I
2056	celebrity	I
2057	celebrity	P
2058	scientist	I
2059	celebrity	D
2060	scientist	D
2061	politician	D
2062	celebrity	I
2063	celebrity	I
2064	politician	I
2065	politician	D
2066	politician	D
2067	politician	P
2068	scientist	I
2069	celebrity	D
2070	celebrity	D
2071	celebrity	I
2072	celebrity	I
2073	celebrity	I
2074	celebrity	D
2075	celebrity	P
2076	politician	P
2077	scientist	P
2078	scientist	P
2079	celebrity	I
2080	scientist	I
2081	celebrity	D
2082	scientist	P
2083	politician	P
2084	scientist	I
2085	scientist	D
2086	politician	I
2087	scientist	I
2088	scientist	I
2089	scientist	D
2090	politician	P
2091	scientist	I
2092	scientist	I
2093	scientist	D
2094	politician	D
2095	politician	I
2096	celebrity	I
2097	politician	D
2098	politician	I
2099	politician	P
2100	scientist	P
2101	scientist	I
2102	celebrity	I
2103	celebrity	I
2104	politician	I
2105	scientist	D
2106	politician	P
2107	politician	I
2108	celebrity	P
2109	politician	I
2110	celebrity	P
2111	celebrity	I
2112	politician	P
2113	scientist	I
2114	scientist	I
2115	celebrity	I
2116	celebrity	D
2117	politician	P
2118	celebrity	I
2119	scientist	I
2120	scientist	P
2121	politician	I
2122	scientist	I
2123	celebrity	I
2124	scientist	I
2125	celebrity	P
2126	celebrity	P
2127	celebrity	P
2128	politician	D
2129	politician	D
2130	scientist	I
2131	politician	I
2132	celebrity	I
2133	politician	I
2134	politician	D
2135	scientist	I
2136	celebrity	D
2137	celebrity	I
2138	celebrity	D
2139	scientist	I
2140	politician	I
2141	scientist	I
2142	celebrity	I
2143	politician	P
2144	celebrity	P
2145	celebrity	D
2146	celebrity	I
2147	scientist	D
2148	scientist	D
2149	scientist	P
2150	celebrity	D
2151	scientist	P
2152	celebrity	P
2153	scientist	P
2154	celebrity	D
2155	scientist	D
2156	celebrity	D
2157	politician	P
2158	scientist	I
2159	celebrity	D
2160	politician	D
2161	scientist	I
2162	politician	P
2163	scientist	P
2164	celebrity	P
2165	politician	D
2166	scientist	D
2167	celebrity	P
2168	scientist	D
2169	politician	I
2170	scientist	D
2171	celebrity	D
2172	scientist	I
2173	politician	P
2174	politician	D
2175	celebrity	D
2176	politician	D
2177	celebrity	P
2178	celebrity	D
2179	politician	I
2180	celebrity	I
2181	scientist	P
2182	scientist	P
2183	celebrity	P
2184	scientist	P
2185	politician	P
2186	scientist	D
2187	celebrity	I
2188	scientist	D
2189	scientist	I
2190	scientist	I
2191	scientist	I
2192	scientist	D
2193	celebrity	D
2194	celebrity	I
2195	politician	D
2196	celebrity	P
2197	celebrity	P
2198	scientist	P
2199	celebrity	P
2200	politician	D
2201	politician	P
2202	scientist	D
2203	scientist	D
2204	scientist	P
2205	politician	D
2206	scientist	I
2207	scientist	D
2208	celebrity	P
2209	politician	P
2210	scientist	P
2211	celebrity	I
2212	scientist	I
2213	politician	P
2214	scientist	P
2215	scientist	D
2216	celebrity	P
2217	scientist	I
2218	scientist	P
2219	celebrity	D
2220	politician	I
2221	scientist	I
2222	celebrity	D
2223	celebrity	I
2224	politician	P
2225	celebrity	I
2226	politician	I
2227	celebrity	D
2228	politician	I
2229	celebrity	P
2230	scientist	D
2231	politician	P
2232	politician	I
2233	scientist	D
2234	scientist	I
2235	politician	I
2236	scientist	I
2237	politician	I
2238	scientist	D
2239	politician	P
2240	politician	I
2241	scientist	I
2242	scientist	I
2243	scientist	P
2244	scientist	P
2245	scientist	I
2246	politician	I
2247	celebrity	I
2248	politician	D
2249	celebrity	D
2250	politician	I
2251	scientist	I
2252	politician	D
2253	politician	D
2254	politician	D
2255	celebrity	I
2256	celebrity	D
2257	scientist	I
2258	scientist	I
2259	politician	I
2260	celebrity	P
2261	politician	D
2262	scientist	P
2263	scientist	P
2264	scientist	I
2265	scientist	D
2266	celebrity	D
2267	politician	P
2268	politician	D
2269	politician	P
2270	politician	P
2271	celebrity	D
2272	scientist	D
2273	celebrity	D
2274	celebrity	P
2275	celebrity	P
2276	scientist	P
2277	politician	I
2278	scientist	D
2279	celebrity	P
2280	scientist	P
2281	politician	D
2282	scientist	I
2283	celebrity	I
2284	celebrity	I
2285	politician	D
2286	scientist	I
2287	scientist	P
2288	politician	D
2289	celebrity	P
2290	celebrity	I
2291	celebrity	P
2292	scientist	I
2293	politician	P
2294	scientist	P
2295	celebrity	I
2296	politician	I
2297	scientist	D
2298	scientist	I
2299	scientist	D
2300	politician	I
2301	celebrity	D
2302	scientist	D
2303	celebrity	P
2304	celebrity	P
2305	politician	P
2306	celebrity	P
2307	scientist	I
2308	scientist	D
2309	celebrity	P
2310	celebrity	I
2311	celebrity	P
2312	celebrity	P
2313	celebrity	P
2314	politician	P
2315	celebrity	D
2316	celebrity	D
2317	celebrity	D
2318	politician	D
2319	celebrity	I
2320	politician	I
2321	scientist	D
2322	celebrity	D
2323	celebrity	P
2324	scientist	I
2325	scientist	D
2326	celebrity	D
2327	politician	D
2328	celebrity	D
2329	scientist	P
2330	politician	I
2331	celebrity	P
2332	politician	P
2333	scientist	I
2334	scientist	P
2335	scientist	P
2336	celebrity	D
2337	politician	P
2338	scientist	D
2339	scientist	P
2340	celebrity	I
2341	celebrity	P
2342	celebrity	I
2343	scientist	I
2344	scientist	I
2345	celebrity	D
2346	celebrity	D
2347	politician	P
2348	politician	P
2349	celebrity	D
2350	celebrity	I
2351	politician	D
2352	politician	I
2353	scientist	I
2354	celebrity	P
2355	scientist	D
2356	scientist	I
2357	politician	I
2358	scientist	P
2359	politician	P
2360	scientist	P
2361	celebrity	D
2362	celebrity	I
2363	scientist	D
2364	scientist	D
2365	celebrity	D
2366	scientist	I
2367	politician	D
2368	politician	I
2369	celebrity	P
2370	celebrity	I
2371	politician	P
2372	politician	I
2373	celebrity	P
2374	scientist	I
2375	politician	D
2376	celebrity	D
2377	politician	P
2378	celebrity	I
2379	politician	I
2380	celebrity	P
2381	politician	I
2382	politician	P
2383	politician	P
2384	politician	D
2385	scientist	D
2386	celebrity	P
2387	politician	I
2388	celebrity	P
2389	celebrity	P
2390	celebrity	I
2391	celebrity	D
2392	politician	D
2393	scientist	I
2394	celebrity	I
2395	celebrity	I
2396	politician	D
2397	politician	P
2398	scientist	P
2399	celebrity	I
2400	politician	I
2401	celebrity	P
2402	scientist	I
2403	politician	I
2404	celebrity	D
2405	scientist	D
2406	scientist	P
2407	scientist	D
2408	celebrity	I
2409	scientist	P
2410	scientist	D
2411	politician	I
2412	politician	I
2413	celebrity	P
2414	scientist	D
2415	celebrity	I
2416	celebrity	I
2417	politician	D
2418	politician	I
2419	politician	D
2420	politician	I
2421	scientist	D
2422	politician	I
2423	politician	I
2424	scientist	I
2425	scientist	I
2426	scientist	P
2427	celebrity	I
2428	celebrity	D
2429	politician	P
2430	scientist	I
2431	scientist	P
2432	politician	I
2433	politician	D
2434	politician	D
2435	celebrity	D
2436	scientist	D
2437	celebrity	I
2438	scientist	I
2439	politician	D
2440	scientist	I
2441	scientist	D
2442	celebrity	D
2443	politician	D
2444	politician	I
2445	politician	I
2446	celebrity	I
2447	politician	I
2448	scientist	I
2449	celebrity	P
2450	politician	D
2451	celebrity	I
2452	scientist	I
2453	politician	D
2454	celebrity	P
2455	politician	D
2456	celebrity	D
2457	celebrity	I
2458	scientist	P
2459	celebrity	I
2460	celebrity	D
2461	scientist	D
2462	politician	I
2463	politician	P
2464	politician	I
2465	politician	D
2466	scientist	D
2467	scientist	D
2468	scientist	D
2469	celebrity	D
2470	celebrity	P
2471	celebrity	I
2472	celebrity	I
2473	celebrity	P
2474	celebrity	P
2475	scientist	I
2476	celebrity	D
2477	scientist	I
2478	scientist	D
2479	scientist	D
2480	politician	P
2481	celebrity	P
2482	politician	D
2483	celebrity	D
2484	scientist	I
2485	scientist	D
2486	scientist	I
2487	scientist	D
2488	politician	D
2489	politician	D
2490	scientist	I
2491	scientist	D
2492	politician	I
2493	scientist	P
2494	celebrity	D
2495	politician	P
2496	scientist	I
2497	scientist	I
2498	scientist	I
2499	celebrity	P
2500	politician	D
2501	scientist	I
2502	celebrity	I
2503	scientist	I
2504	politician	P
2505	scientist	I
2506	politician	P
2507	politician	I
2508	celebrity	D
2509	politician	P
2510	politician	D
2511	politician	I
2512	celebrity	I
2513	scientist	I
2514	politician	D
2515	celebrity	D
2516	scientist	P
2517	politician	D
2518	celebrity	P
2519	politician	D
2520	politician	D
2521	celebrity	P
2522	celebrity	I
2523	scientist	I
2524	politician	D
2525	politician	I
2526	scientist	I
2527	politician	P
2528	scientist	P
2529	politician	D
2530	politician	I
2531	celebrity	D
2532	scientist	P
2533	politician	P
2534	politician	D
2535	scientist	P
2536	politician	P
2537	politician	D
2538	politician	I
2539	politician	D
2540	politician	P
2541	scientist	P
2542	celebrity	D
2543	scientist	D
2544	celebrity	I
2545	celebrity	P
2546	celebrity	D
2547	politician	I
2548	scientist	I
2549	celebrity	I
2550	celebrity	P
2551	scientist	I
2552	scientist	P
2553	celebrity	D
2554	politician	D
2555	celebrity	P
2556	celebrity	I
2557	politician	I
2558	politician	P
2559	politician	I
2560	scientist	P
2561	celebrity	D
2562	scientist	D
2563	celebrity	D
2564	scientist	I
2565	politician	P
2566	celebrity	D
2567	scientist	P
2568	politician	I
2569	celebrity	D
2570	scientist	P
2571	scientist	I
2572	politician	I
2573	scientist	I
2574	politician	D
2575	scientist	D
2576	politician	P
2577	scientist	P
2578	politician	I
2579	politician	I
2580	politician	I
2581	celebrity	P
2582	politician	I
2583	scientist	D
2584	scientist	P
2585	politician	I
2586	scientist	P
2587	celebrity	I
2588	celebrity	P
2589	politician	P
2590	politician	I
2591	celebrity	I
2592	scientist	D
2593	scientist	D
2594	scientist	D
2595	celebrity	I
2596	politician	I
2597	politician	P
2598	celebrity	P
2599	politician	P
2600	celebrity	D
2601	politician	P
2602	politician	I
2603	politician	D
2604	politician	P
2605	politician	I
2606	politician	P
2607	celebrity	D
2608	scientist	P
2609	scientist	I
2610	politician	D
2611	scientist	D
2612	celebrity	I
2613	politician	I
2614	celebrity	P
2615	celebrity	D
2616	celebrity	I
2617	politician	D
2618	celebrity	D
2619	celebrity	P
2620	celebrity	D
2621	celebrity	D
2622	scientist	I
2623	celebrity	D
2624	politician	I
2625	scientist	I
2626	politician	P
2627	celebrity	P
2628	celebrity	P
2629	celebrity	D
2630	celebrity	D
2631	celebrity	D
2632	celebrity	I
2633	celebrity	D
2634	politician	D
2635	scientist	D
2636	politician	I
2637	scientist	P
2638	celebrity	I
2639	scientist	I
2640	celebrity	D
2641	politician	D
2642	celebrity	P
2643	politician	P
2644	scientist	D
2645	scientist	D
2646	scientist	I
2647	celebrity	P
2648	politician	P
2649	scientist	D
2650	celebrity	D
2651	scientist	P
2652	celebrity	P
2653	celebrity	D
2654	politician	P
2655	celebrity	P
2656	celebrity	P
2657	scientist	I
2658	politician	P
2659	scientist	P
2660	celebrity	D
2661	scientist	D
